"ItemID","Path","FieldId","Key","Phrase","TranslatedPhrase"
"{F2E422C9-726E-4A6D-B992-71945BBE2F0A}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Media Audit","__Short description","Media Audit","Review details about media items. Useful for finding wasted space.",""
"{A608590E-6B4D-4BD0-BEBE-9753037072CC}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Solution Audit","__Short description","Solution Audit","Areas of improvement based on Sitecore recommendations.",""
"{A608590E-6B4D-4BD0-BEBE-9753037072CC}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Solution Audit","__Long description","Solution Audit","Sitecore has provided a set of best practices. Use these reports to help guide you into a rock-solid solution.",""
"{B9FEACC8-A2C9-4C24-BE19-01D0B0A5C649}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Samples/Getting Started/User Interaction/Show YesNoCancel confirmation request","__Display name","Show YesNoCancel confirmation request","Show Yes/No/Cancel confirmation request",""
"{44C09E51-9D3E-42FF-9690-682A97DDF94C}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Tools/Data Management/Toolbox/Data Management","__Short description","Data Management","Import content or generate data in bulk.",""
"{D977A9DF-B38D-490F-A490-CBA48AA37F09}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Tools/Package Generator/Toolbox/Create Anti-Package","__Short description","Create Anti-Package","Create an uninstall package before installation.",""
"{6D3D8082-455B-4523-B147-C76B03EA14A4}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Core/Platform/Content Editor/Context Menu/Purge Empty Libraries","__Short description","Purge Empty Libraries","Remove all empty script libraries.",""
"{5945F6DC-A29D-4A8D-A29D-860693F08241}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Core/Platform/Content Editor/Insert Item/Integration Point Libraries","__Short description","Integration Point Libraries","Launch a wizard to add more Integration Point Libraries to the module.",""
"{5945F6DC-A29D-4A8D-A29D-860693F08241}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Core/Platform/Content Editor/Insert Item/Integration Point Libraries","__Long description","Integration Point Libraries","Launch a wizard to add more Integration Point Libraries to the module.",""
"{F52A5B18-6E32-42C3-9B6F-61B6BD113F13}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Core/Platform/Internal/ISE Plugins/Format","__Short description","Format","Format the script text.",""
"{DC057106-E746-42E3-9ADA-2A5215C00F85}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Core/Platform/Internal/ISE Plugins/Scripts containing","__Short description","Scripts containing","Find all scripts containing the selected text.",""
"{B3420EDE-DFA2-4D2D-96C3-D79ED56AF48A}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Core/Platform/Internal/ISE Plugins/Snippet","__Short description","Snippet","Insert a snippet of common code.",""
"{374F14C6-867A-47F2-B5E2-E9A7224F33A0}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Maintenance/Index On Demand/Content Editor/Context Menu/Index this","__Short description","Index this","Update the search index with the selected item.",""
"{0CBA0962-ED5F-4D05-8560-849790209392}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Maintenance/Index On Demand/Content Editor/Context Menu/Index this and descendants","__Short description","Index this and descendants","Updated the search index with the selected item and its descendants.",""
"{721FDA95-893E-4704-8260-7A5C24E660F8}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Maintenance/Media Library Maintenance/Content Editor/Context Menu/Download","__Short description","Download","Download a compressed archive of the selected media.",""
"{0C430EA2-AB92-4BEF-9982-C559CF3E4DC2}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Maintenance/Task Management/Content Editor/Context Menu/Edit Task Schedule","__Short description","Edit Task Schedule","Open a dialog to edit the scheduled task.",""
"{D00BD134-EB15-41A7-BEF1-E6455C6BC9AC}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Maintenance/Task Management/Content Editor/Context Menu/Run Task Schedule","__Short description","Run Task Schedule","Trigger the scheduled task to run now.",""
"{38C2F540-8609-4050-A60A-D7A914F5798C}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Maintenance/Task Management/Content Editor/Insert Item/PowerShell Scripted Task Schedule","__Short description","PowerShell Scripted Task Schedule","Create a new scheduled task using PowerShell.",""
"{29F0D26E-69AF-4A1D-B83B-58D3A9BB3B20}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Configuration Audit/Find all Sitecore PowerShell Commands","__Short description","Find all Sitecore PowerShell Commands","Find all commands included with Sitecore PowerShell Extensions.",""
